,COORDS
22066,4709.19
22067,4710.66
22068,4714.43
22069,4714.88
22070,4719.72
22071,4723.43
22072,4723.48
22073,4724.21
22074,4725.11
22075,4724.92
22076,4724.3
22077,4724.29
22078,4724.25
22079,4724.23
22080,4723.9
22081,4724.2
22082,4724.33
22083,4725.67
22084,4725.74
22085,4725.9
22086,4725.75
22087,4725.73
22088,4726.12
22089,4726.33
22090,4726.28
22091,4726.61
22092,4727.7
22093,4727.79
22094,4727.76
22095,4727.66
22096,4727.62
22097,4727.59
22098,4727.38
22099,4727.37
22100,4727.39
22101,4727.71
22102,4727.69
22103,4726.39
22104,4725.96
22105,4726.24
22106,4727.1
22107,4727.73
22108,4727.84
22109,4727.95
22110,4728.0
22111,4727.98
22112,4728.01
22113,4728.39
22114,4728.36
22115,4728.14
22116,4728.09
22117,4728.07
22118,4726.44
22119,4725.63
22120,4725.66
22121,4725.38
22122,4725.32
22123,4725.23
22124,4725.7
22125,4726.68
22126,4726.47
22127,4726.19
22128,4725.13
22129,4719.68
22130,4717.6
22131,4716.22
22132,4709.12
22133,4705.66
22134,4706.88
22135,4712.31
22136,4712.86
22137,4715.15
22138,4715.58
22139,4716.0
22140,4718.66
22141,4719.5
22142,4719.93
22143,4721.52
22144,4722.93
22145,4726.81
22146,4727.27
22147,4728.8
22148,4729.24
22149,4729.71
22150,4730.63
22151,4731.1
22152,4733.04
22153,4734.96
22154,4735.42
22155,4735.86
22156,4736.82
22157,4738.59
22158,4740.68
22159,4741.17
22160,4742.62
22161,4743.1
22162,4744.47
22163,4744.89
22164,4745.37
22165,4745.86
22166,4746.74
22167,4747.18
22168,4749.29
22169,4749.65
22170,4750.06
22171,4750.55
22172,4751.04
22173,4751.97
22174,4753.07
22175,4753.68
22176,4753.88
22177,4754.07
22178,4754.25
22179,4753.84
22180,4753.01
22181,4753.56
22182,4753.7
22183,4753.92
22184,4754.28
22185,4754.47
22186,4754.17
22187,4754.5
22188,4754.57
22189,4754.68
22190,4754.79
22191,4755.16
22192,4755.17
22193,4755.19
22194,4755.2
22195,4755.21
22196,4755.25
22197,4755.26
22198,4755.33
22199,4755.41
22200,4755.47
22201,4755.53
22202,4755.55
22203,4755.56
22204,4755.54
22205,4755.48
22206,4755.42
22207,4755.45
22208,4755.57
22209,4699.85
22210,4755.4
22211,4755.3
22212,4755.27
22213,4755.24
22214,4755.58
22215,4755.75
22216,4755.87
22217,4756.0
22218,4756.04
22219,4756.1
22220,4756.23
22221,4756.3
22222,4756.36
22223,4756.57
22224,4756.75
22225,4756.99
22226,4757.06
22227,4753.38
22228,4753.45
22229,4753.35
22230,4753.18
22231,4631.36
22232,4620.32
22233,4619.8
22234,4612.49
22235,4610.97
22236,4610.46
22237,4610.03
22238,4604.92
22239,4600.91
22240,4618.96
22241,4616.89
22242,4616.37
22243,4613.18
22244,4612.72
22245,4609.47
22246,4606.0
22247,4604.61
22248,4598.63
22249,4598.43
22250,4592.32
22251,4591.22
22252,4590.41
22253,4590.08
22254,4589.57
22255,4588.08
22256,4588.0
22257,4587.32
22258,4588.25
22259,4586.55
22260,4585.74
22261,4585.51
22262,4585.17
22263,4584.27
22264,4584.05
22265,4583.82
22266,4582.93
22267,4582.64
22268,4582.01
22269,4581.53
22270,4581.3
22271,4580.33
22272,4579.92
22273,4580.01
22274,4580.57
22275,4580.68
22276,4580.88
22277,4579.63
22278,4578.94
22279,4578.7
22280,4577.85
22281,4577.57
22282,4577.34
22283,4576.81
22284,4574.3
22285,4573.6
22286,4572.78
22287,4572.01
22288,4571.19
22289,4569.26
22290,4568.6
22291,4568.4
22292,4568.11
22293,4567.99
22294,4567.82
22295,4567.74
22296,4567.28
22297,4567.38
22298,4567.55
22299,4567.46
22300,4623.08
22301,4622.54
22302,4615.55
22303,4613.42
22304,4611.35
22305,4610.79
22306,4610.24
22307,4609.69
22308,4601.77
22309,4598.33
22310,4597.6
22311,4594.4
22312,4589.66
22313,4587.07
22314,4586.12
22315,4585.03
22316,4583.96
22317,4582.86
22318,4582.31
22319,4581.77
22320,4578.48
22321,4577.99
22322,4577.0
22323,4573.71
22324,4573.16
22325,4569.49
22326,4566.86
22327,4566.31
22328,4565.76
22329,4564.66
22330,4561.99
22331,4561.48
22332,4561.01
22333,4558.27
22334,4557.82
22335,4557.32
22336,4556.83
22337,4556.31
22338,4555.76
22339,4554.44
22340,4553.23
22341,4549.24
22342,4548.7
22343,4548.17
22344,4547.67
22345,4547.14
22346,4546.59
22347,4545.1
22348,4544.6
22349,4543.26
22350,4542.78
22351,4541.88
22352,4541.42
22353,4540.47
22354,4539.97
22355,4539.44
22356,4539.05
22357,4538.64
22358,4538.28
22359,4538.02
22360,4537.76
22361,4537.57
22362,4537.05
22363,4536.74
22364,4536.3
22365,4536.01
22366,4535.61
22367,4534.76
22368,4534.42
22369,4533.62
22370,4532.84
22371,4532.4
22372,4532.04
22373,4531.38
22374,4530.55
22375,4530.17
22376,4529.26
22377,4528.85
22378,4528.34
22379,4527.95
22380,4527.64
22381,4527.18
22382,4526.65
22383,4526.11
22384,4525.19
22385,4524.65
22386,4524.17
22387,4523.75
22388,4523.26
22389,4522.19
22390,4521.48
22391,4521.09
22392,4520.64
22393,4520.15
22394,4519.67
22395,4518.87
22396,4518.52
22397,4518.02
22398,4517.05
22399,4515.96
22400,4515.48
22401,4515.07
22402,4514.55
22403,4513.2
22404,4512.93
22405,4512.68
22406,4512.21
22407,4511.67
22408,4511.26
22409,4510.36
22410,4507.03
22411,4506.68
22412,4506.3
22413,4505.93
22414,4505.63
22415,4505.22
22416,4504.68
22417,4504.14
22418,4503.66
22419,4502.63
22420,4501.72
22421,4500.13
22422,4499.07
22423,4496.16
22424,4495.82
22425,4495.34
22426,4494.85
22427,4494.35
22428,4493.85
22429,4491.88
22430,4491.4
22431,4490.89
22432,4490.36
22433,4489.82
22434,4489.29
22435,4488.75
22436,4488.24
22437,4487.72
22438,4486.09
22439,4485.6
22440,4485.3
22441,4484.48
22442,4483.39
22443,4482.94
22444,4482.67
22445,4481.75
22446,4481.23
22447,4480.75
22448,4479.89
22449,4479.51
22450,4479.06
22451,4478.49
22452,4478.01
22453,4477.6
22454,4477.07
22455,4476.02
22456,4475.49
22457,4474.46
22458,4473.93
22459,4473.37
22460,4472.81
22461,4472.25
22462,4471.71
22463,4471.22
22464,4470.73
22465,4470.23
22466,4469.77
22467,4469.28
22468,4468.75
22469,4468.25
22470,4467.72
22471,4466.62
22472,4466.09
22473,4465.53
22474,4464.98
22475,4464.44
22476,4464.04
22477,4463.47
22478,4463.21
22479,4462.57
22480,4462.13
22481,4461.66
22482,4461.22
22483,4460.83
22484,4460.42
22485,4459.66
22486,4458.94
22487,4458.53
22488,4458.2
22489,4457.81
22490,4457.33
22491,4456.84
22492,4456.38
22493,4455.17
22494,4454.76
22495,4453.86
22496,4453.49
22497,4453.1
22498,4451.83
22499,4451.04
22500,4450.73
22501,4450.46
22502,4450.09
22503,4449.37
22504,4449.05
22505,4448.18
22506,4447.78
22507,4447.48
22508,4447.25
22509,4447.02
22510,4446.71
22511,4446.49
22512,4446.33
22513,4446.03
22514,4445.63
22515,4445.33
22516,4444.99
22517,4444.61
22518,4444.33
22519,4443.77
22520,4443.52
22521,4443.4
22522,4443.24
22523,4443.13
22524,4441.8
22525,4441.3
22526,4439.88
22527,4439.41
22528,4438.95
22529,4438.63
22530,4438.24
22531,4437.79
22532,4437.31
22533,4436.94
22534,4436.59
22535,4436.23
22536,4435.92
22537,4435.6
22538,4434.74
22539,4433.89
22540,4432.93
22541,4431.96
22542,4431.48
22543,4431.02
22544,4430.16
22545,4429.03
22546,4428.7
22547,4428.25
22548,4427.62
22549,4427.15
22550,4426.42
22551,4425.76
22552,4425.46
22553,4425.12
22554,4424.2
22555,4423.76
22556,4423.34
22557,4423.12
22558,4422.44
22559,4421.76
22560,4421.59
22561,4421.48
22562,4421.23
22563,4420.93
22564,4420.19
22565,4419.76
22566,4419.45
22567,4419.04
22568,4418.68
22569,4418.36
22570,4418.02
22571,4417.68
22572,4417.31
22573,4416.87
22574,4416.43
22575,4415.99
22576,4415.56
22577,4415.15
22578,4414.39
22579,4414.01
22580,4413.01
22581,4412.75
22582,4412.59
22583,4412.12
22584,4410.72
22585,4409.01
22586,4408.71
22587,4408.05
22588,4407.84
22589,4407.06
22590,4407.07
22591,4407.08
22592,4406.91
22593,4406.59
22594,4406.19
22595,4405.85
22596,4405.55
22597,4405.3
22598,4404.93
22599,4404.72
22600,4404.58
22601,4404.46
22602,4404.3
22603,4404.23
22604,4404.16
22605,4404.11
22606,4404.01
22607,4403.97
22608,4403.96
22609,4403.94
22610,4403.92
22611,4403.9
22612,4403.89
22613,4403.88
22614,4403.87
22615,4403.99
22616,4404.02
22617,4404.07
22618,4404.17
22619,4404.27
22620,4404.21
22621,4404.15
22622,4404.22
22623,4404.29
22624,4404.24
22625,4404.03
22626,4404.0
22627,4404.05
22628,4404.28
22629,4404.19
22630,4404.14
22631,4404.26
22632,4404.04
22633,4403.93
22634,4404.12
22635,4404.25
22636,4404.18
22637,4702.01
22638,4705.73
22639,4706.01
22640,4705.43
22641,4619.81
22642,4611.39
22643,4607.88
22644,4603.5
22645,4404.06
22646,4404.1
22647,4404.42
22648,4404.78
22649,4404.98
22650,4404.61
22651,4404.52
22652,4404.45
22653,4404.34
22654,4404.32
22655,4404.33
22656,4703.52
22657,4703.39
22658,4619.89
22659,4610.34
22660,4609.88
22661,4606.87
22662,4604.62
22663,4601.61
22664,4624.1
22665,4624.27
22666,4703.49
22667,4707.46
22668,4709.06
22669,4709.53
22670,4709.91
22671,4711.89
22672,4713.94
22673,4714.98
22674,4715.54
22675,4716.08
22676,4717.89
22677,4722.58
22678,4728.89
22679,4729.45
22680,4730.0
22681,4730.53
22682,4731.07
22683,4732.12
22684,4732.9
22685,4733.51
22686,4733.87
22687,4734.34
22688,4734.79
22689,4735.71
22690,4736.68
22691,4737.72
22692,4738.57
22693,4740.75
22694,4741.7
22695,4742.18
22696,4743.74
22697,4744.24
22698,4746.11
22699,4747.69
22700,4748.02
22701,4749.69
22702,4750.22
22703,4750.77
22704,4751.29
22705,4751.83
22706,4753.41
22707,4755.13
22708,4755.52
22709,4755.93
22710,4756.61
22711,4757.03
22712,4757.36
22713,4757.51
22714,4707.25
22715,4711.6
22716,4713.01
22717,4715.65
22718,4716.33
22719,4721.78
22720,4721.57
22721,4721.64
22722,4621.58
22723,4619.96
22724,4611.65
22725,4611.18
22726,4610.68
22727,4609.74
22728,4608.22
22729,4607.86
22730,4605.16
22731,4601.79
22732,4596.62
22733,4595.76
22734,4595.23
22735,4584.8
22736,4584.32
22737,4583.84
22738,4580.72
22739,4578.14
22740,4575.78
22741,4575.27
22742,4574.23
22743,4572.15
22744,4571.71
22745,4568.25
22746,4567.27
22747,4566.8
22748,4566.32
22749,4564.76
22750,4564.24
22751,4563.72
22752,4563.18
22753,4562.66
22754,4561.61
22755,4561.15
22756,4560.67
22757,4560.21
22758,4557.83
22759,4557.0
22760,4556.57
22761,4555.74
22762,4555.34
22763,4554.09
22764,4553.52
22765,4491.55
22766,4490.11
22767,4489.13
22768,4488.61
22769,4488.15
22770,4487.19
22771,4486.7
22772,4486.19
22773,4485.39
22774,4484.68
22775,4484.19
22776,4483.67
22777,4483.17
22778,4481.65
22779,4481.14
22780,4480.7
22781,4480.3
22782,4479.47
22783,4479.1
22784,4478.66
22785,4477.44
22786,4476.97
22787,4476.49
22788,4474.94
22789,4473.97
22790,4473.46
22791,4472.97
22792,4472.46
22793,4471.94
22794,4471.46
22795,4471.02
22796,4470.56
22797,4470.1
22798,4469.68
22799,4469.22
22800,4468.26
22801,4467.77
22802,4467.25
22803,4466.75
22804,4465.74
22805,4465.23
22806,4464.72
22807,4463.95
22808,4463.68
22809,4463.11
22810,4462.78
22811,4462.36
22812,4461.88
22813,4461.4
22814,4459.89
22815,4459.57
22816,4459.27
22817,4458.89
22818,4458.52
22819,4458.21
22820,4456.58
22821,4456.32
22822,4456.18
22823,4456.08
22824,4455.98
22825,4456.73
22826,4457.1
22827,4457.49
22828,4457.59
22829,4457.55
22830,4457.51
22831,4457.48
22832,4457.67
22833,4458.13
22834,4459.03
22835,4459.44
22836,4459.91
22837,4460.41
22838,4460.72
22839,4461.16
22840,4461.38
22841,4461.6
22842,4461.77
22843,4461.86
22844,4462.01
22845,4462.09
22846,4462.21
22847,4462.42
22848,4462.65
22849,4463.02
22850,4463.65
22851,4463.83
22852,4463.97
22853,4464.22
22854,4464.94
22855,4465.35
22856,4466.55
22857,4466.7
22858,4467.33
22859,4467.66
22860,4468.0
22861,4468.32
22862,4468.6
22863,4468.87
22864,4469.14
22865,4469.89
22866,4470.9
22867,4471.33
22868,4471.74
22869,4471.96
22870,4472.12
22871,4473.4
22872,4473.65
22873,4473.86
22874,4474.07
22875,4474.36
22876,4474.73
22877,4474.88
22878,4474.9
22879,4474.93
22880,4474.16
22881,4473.94
22882,4474.01
22883,4474.31
22884,4474.44
22885,4474.55
22886,4474.67
22887,4474.63
22888,4474.62
22889,4474.64
22890,4474.45
22891,4474.6
22892,4474.66
22893,4474.39
22894,4473.75
22895,4473.54
22896,4473.33
22897,4473.17
22898,4473.0
22899,4472.37
22900,4471.9
22901,4471.42
22902,4470.92
22903,4469.9
22904,4469.45
22905,4468.94
22906,4468.48
22907,4467.99
22908,4467.54
22909,4467.1
22910,4466.74
22911,4465.41
22912,4464.88
22913,4464.36
22914,4463.85
22915,4463.35
22916,4462.9
22917,4461.69
22918,4461.21
22919,4460.86
22920,4460.47
22921,4460.2
22922,4459.31
22923,4458.82
22924,4457.9
22925,4457.65
22926,4457.22
22927,4456.69
22928,4456.17
22929,4455.44
22930,4455.11
22931,4454.8
22932,4454.54
22933,4454.36
22934,4454.19
22935,4454.02
22936,4453.84
22937,4452.62
22938,4452.12
22939,4451.68
22940,4451.31
22941,4450.5
22942,4450.14
22943,4449.8
22944,4449.41
22945,4448.51
22946,4448.02
22947,4447.11
22948,4446.13
22949,4444.82
22950,4444.65
22951,4443.69
22952,4442.66
22953,4441.66
22954,4440.82
22955,4440.45
22956,4439.52
22957,4439.02
22958,4438.53
22959,4438.02
22960,4437.57
22961,4436.19
22962,4435.74
22963,4435.33
22964,4434.93
22965,4434.44
22966,4433.51
22967,4431.53
22968,4430.7
22969,4430.5
22970,4429.52
22971,4429.01
22972,4428.52
22973,4428.02
22974,4427.5
22975,4426.48
22976,4426.01
22977,4424.99
22978,4424.49
22979,4423.59
22980,4422.59
22981,4422.06
22982,4421.79
22983,4420.29
22984,4420.26
22985,4419.66
22986,4419.26
22987,4418.84
22988,4418.4
22989,4418.01
22990,4417.92
22991,4417.63
22992,4417.28
22993,4415.35
22994,4415.03
22995,4414.63
22996,4414.21
22997,4413.85
22998,4413.46
22999,4413.04
23000,4412.7
23001,4412.39
23002,4411.87
23003,4411.55
23004,4411.39
23005,4411.19
23006,4411.02
23007,4410.88
23008,4410.63
23009,4408.74
23010,4407.87
23011,4407.18
23012,4407.16
23013,4406.88
23014,4406.71
23015,4406.54
23016,4406.46
23017,4406.26
23018,4406.22
23019,4406.16
23020,4406.23
23021,4613.25
23022,4612.68
23023,4611.59
23024,4611.03
23025,4608.38
23026,4600.23
23027,4595.75
23028,4595.19
23029,4594.66
23030,4590.85
23031,4589.2
23032,4585.0
23033,4582.23
23034,4578.87
23035,4577.25
23036,4575.49
23037,4573.72
23038,4571.94
23039,4566.38
23040,4565.79
23041,4565.19
23042,4564.59
23043,4561.18
23044,4560.71
23045,4560.26
23046,4559.64
23047,4559.46
23048,4558.32
23049,4557.22
23050,4556.02
23051,4555.62
23052,4555.23
23053,4554.8
23054,4553.99
23055,4552.72
23056,4552.47
23057,4552.21
23058,4554.73
23059,4555.11
23060,4556.3
23061,4556.71
23062,4557.16
23063,4557.58
23064,4558.28
23065,4560.4
23066,4561.2
23067,4561.77
23068,4561.86
23069,4561.68
23070,4561.52
23071,4561.36
23072,4561.78
23073,4561.73
23074,4561.03
23075,4560.5
23076,4560.42
23077,4560.37
23078,4560.48
23079,4560.39
23080,4559.95
23081,4559.01
23082,4558.84
23083,4558.69
23084,4558.53
23085,4558.38
23086,4557.9
23087,4557.41
23088,4557.38
23089,4619.69
23090,4618.5
23091,4611.49
23092,4608.57
23093,4607.37
23094,4597.66
23095,4595.95
23096,4572.17
23097,4568.94
23098,4567.33
23099,4566.79
23100,4565.74
23101,4565.22
23102,4564.68
23103,4564.14
23104,4561.92
23105,4561.38
23106,4559.9
23107,4559.76
23108,4558.74
23109,4558.31
23110,4557.86
23111,4552.92
23112,4552.76
23113,4553.89
23114,4554.69
23115,4555.17
23116,4555.64
23117,4556.09
23118,4557.89
23119,4559.34
23120,4560.16
23121,4560.58
23122,4562.78
23123,4563.96
23124,4566.29
23125,4567.42
23126,4567.96
23127,4569.05
23128,4575.57
23129,4578.37
23130,4581.97
23131,4621.63
23132,4617.59
23133,4608.71
23134,4608.2
23135,4607.71
23136,4606.69
23137,4597.5
23138,4596.29
23139,4593.19
23140,4588.55
23141,4584.6
23142,4582.71
23143,4581.7
23144,4578.21
23145,4576.19
23146,4575.11
23147,4574.02
23148,4573.45
23149,4571.53
23150,4571.13
23151,4567.8
23152,4566.28
23153,4562.39
23154,4560.83
23155,4560.31
23156,4558.56
23157,4558.17
23158,4557.72
23159,4557.23
23160,4556.76
23161,4556.26
23162,4555.28
23163,4554.28
23164,4553.79
23165,4550.07
23166,4549.62
23167,4549.15
23168,4548.62
23169,4548.11
23170,4547.63
23171,4546.65
23172,4545.69
23173,4544.73
23174,4544.38
23175,4544.11
23176,4543.51
23177,4542.71
23178,4542.26
23179,4541.91
23180,4541.51
23181,4541.03
23182,4540.7
23183,4540.46
23184,4540.04
23185,4539.57
23186,4539.18
23187,4538.46
23188,4538.19
23189,4537.94
23190,4537.72
23191,4537.37
23192,4537.02
23193,4536.69
23194,4536.42
23195,4536.13
23196,4535.79
23197,4535.41
23198,4534.66
23199,4534.36
23200,4533.59
23201,4533.29
23202,4532.91
23203,4532.19
23204,4531.81
23205,4531.53
23206,4530.9
23207,4530.68
23208,4530.53
23209,4530.25
23210,4530.15
23211,4529.87
23212,4529.18
23213,4528.76
23214,4528.3
23215,4527.96
23216,4527.28
23217,4525.72
23218,4525.28
23219,4524.75
23220,4524.25
23221,4522.9
23222,4522.33
23223,4521.89
23224,4521.08
23225,4520.59
23226,4520.05
23227,4519.53
23228,4519.08
23229,4518.72
23230,4518.28
23231,4516.36
23232,4515.44
23233,4515.01
23234,4513.93
23235,4513.51
23236,4513.12
23237,4512.9
23238,4512.62
23239,4512.06
23240,4511.08
23241,4509.92
23242,4509.36
23243,4508.84
23244,4507.69
23245,4507.23
23246,4506.46
23247,4504.58
23248,4503.97
23249,4503.39
23250,4501.38
23251,4500.8
23252,4500.23
23253,4499.72
23254,4498.8
23255,4498.01
23256,4497.63
23257,4497.18
23258,4496.6
23259,4495.53
23260,4493.8
23261,4493.73
23262,4495.45
23263,4495.96
23264,4496.47
23265,4497.09
23266,4497.6
23267,4498.55
23268,4499.09
23269,4500.83
23270,4502.39
23271,4503.49
23272,4504.07
23273,4504.7
23274,4505.79
23275,4506.24
23276,4506.65
23277,4506.96
23278,4507.18
23279,4507.06
23280,4507.11
23281,4507.54
23282,4507.86
23283,4507.73
23284,4507.49
23285,4506.8
23286,4506.67
23287,4506.49
23288,4506.52
23289,4506.7
23290,4507.44
23291,4507.74
23292,4507.7
23293,4507.77
23294,4508.22
23295,4508.68
23296,4509.09
23297,4509.4
23298,4509.75
23299,4510.14
23300,4509.98
23301,4508.81
23302,4508.63
23303,4508.5
23304,4508.19
23305,4506.28
23306,4504.18
23307,4503.82
23308,4502.38
23309,4501.33
23310,4500.37
23311,4499.38
23312,4498.62
23313,4498.02
23314,4497.4
23315,4496.07
23316,4495.84
23317,4495.47
23318,4495.15
23319,4494.56
23320,4494.36
23321,4493.83
23322,4492.52
23323,4492.41
23324,4491.7
23325,4491.6
23326,4491.34
23327,4491.25
23328,4490.77
23329,4490.75
23330,4490.97
23331,4491.02
23332,4491.11
23333,4491.38
23334,4491.41
23335,4491.42
23336,4491.28
23337,4491.27
23338,4491.31
23339,4491.32
23340,4491.33
23341,4619.98
23342,4618.55
23343,4614.25
23344,4608.69
23345,4604.22
23346,4603.71
23347,4592.5
23348,4580.22
23349,4568.41
23350,4565.59
23351,4565.08
23352,4563.58
23353,4563.07
23354,4562.58
23355,4562.12
23356,4561.17
23357,4560.69
23358,4556.97
23359,4556.52
23360,4555.56
23361,4555.12
23362,4554.68
23363,4553.83
23364,4550.14
23365,4549.72
23366,4549.31
23367,4547.5
23368,4546.98
23369,4546.04
23370,4545.72
23371,4545.4
23372,4544.55
23373,4544.09
23374,4543.15
23375,4542.72
23376,4540.58
23377,4540.2
23378,4538.6
23379,4538.29
23380,4537.88
23381,4537.7
23382,4536.91
23383,4536.65
23384,4536.44
23385,4536.24
23386,4535.66
23387,4535.28
23388,4534.92
23389,4533.66
23390,4533.05
23391,4532.66
23392,4532.32
23393,4531.98
23394,4531.4
23395,4531.09
23396,4530.78
23397,4530.49
23398,4530.24
23399,4530.02
23400,4529.75
23401,4529.46
23402,4528.93
23403,4528.21
23404,4527.93
23405,4527.33
23406,4526.89
23407,4525.99
23408,4525.63
23409,4524.83
23410,4523.67
23411,4523.28
23412,4522.84
23413,4522.43
23414,4522.07
23415,4521.81
23416,4521.57
23417,4521.28
23418,4520.93
23419,4520.54
23420,4519.72
23421,4519.34
23422,4518.74
23423,4517.96
23424,4516.68
23425,4516.25
23426,4515.47
23427,4515.15
23428,4514.27
23429,4512.3
23430,4511.85
23431,4511.46
23432,4510.83
23433,4510.39
23434,4509.48
23435,4509.14
23436,4508.73
23437,4508.32
23438,4507.42
23439,4507.05
23440,4507.0
23441,4507.14
23442,4507.38
23443,4507.64
23444,4508.05
23445,4508.62
23446,4508.99
23447,4509.37
23448,4510.06
23449,4510.35
23450,4510.85
23451,4510.92
23452,4511.69
23453,4511.88
23454,4512.09
23455,4512.25
23456,4512.38
23457,4512.5
23458,4512.44
23459,4512.48
23460,4512.46
23461,4512.45
23462,4708.61
23463,4709.98
23464,4710.3
23465,4710.61
23466,4712.76
23467,4719.41
23468,4719.59
23469,4720.0
23470,4720.24
23471,4720.21
23472,4720.07
23473,4720.02
23474,4719.89
23475,4720.16
23476,4719.87
23477,4719.95
23478,4721.35
23479,4721.27
23480,4722.11
23481,4722.68
23482,4722.81
23483,4723.05
23484,4723.16
23485,4722.96
23486,4722.66
23487,4722.26
23488,4722.13
23489,4721.36
23490,4722.65
23491,4723.54
23492,4723.03
23493,4622.2
23494,4621.14
23495,4617.81
23496,4617.7
23497,4620.36
23498,4622.81
23499,4622.1
23500,4612.38
23501,4610.27
23502,4608.79
23503,4604.47
23504,4602.26
23505,4707.59
23506,4709.63
23507,4712.98
23508,4711.66
23509,4710.63
23510,4710.17
23511,4709.17
23512,4709.27
23513,4709.33
23514,4711.14
23515,4711.08
23516,4596.41
23517,4595.16
23518,4592.92
23519,4595.12
23520,4595.37
23521,4592.27
23522,4693.64
23523,4619.84
23524,4618.62
23525,4584.08
23526,4581.76
23527,4576.71
23528,4576.13
23529,4574.38
23530,4572.06
23531,4571.57
23532,4568.26
23533,4564.77
23534,4563.57
23535,4562.37
23536,4561.79
23537,4557.8
23538,4555.7
23539,4555.15
23540,4554.05
23541,4550.31
23542,4549.77
23543,4548.66
23544,4548.05
23545,4547.46
23546,4546.86
23547,4546.24
23548,4545.16
23549,4543.83
23550,4543.48
23551,4542.47
23552,4541.99
23553,4541.53
23554,4540.96
23555,4539.42
23556,4539.0
23557,4538.55
23558,4538.22
23559,4537.95
23560,4537.53
23561,4537.29
23562,4536.89
23563,4536.6
23564,4536.38
23565,4536.12
23566,4535.77
23567,4535.34
23568,4534.91
23569,4534.53
23570,4533.74
23571,4533.35
23572,4532.93
23573,4532.46
23574,4532.08
23575,4530.26
23576,4528.81
23577,4528.32
23578,4527.61
23579,4526.49
23580,4525.39
23581,4524.26
23582,4523.85
23583,4523.36
23584,4522.81
23585,4522.27
23586,4521.14
23587,4520.2
23588,4519.71
23589,4519.27
23590,4518.9
23591,4518.54
23592,4518.05
23593,4517.07
23594,4516.53
23595,4515.52
23596,4515.09
23597,4514.58
23598,4514.02
23599,4513.61
23600,4512.07
23601,4510.7
23602,4509.57
23603,4509.1
23604,4508.54
23605,4506.81
23606,4506.36
23607,4504.99
23608,4504.46
23609,4503.92
23610,4502.34
23611,4501.91
23612,4501.42
23613,4500.97
23614,4500.08
23615,4498.16
23616,4496.2
23617,4493.92
23618,4494.38
23619,4493.54
23620,4493.61
23621,4493.62
23622,4493.84
23623,4493.49
23624,4493.22
23625,4493.09
23626,4492.95
23627,4492.37
23628,4492.32
23629,4492.26
23630,4492.23
23631,4492.21
23632,4492.19
23633,4492.18
23634,4492.22
23635,4492.08
23636,4491.99
23637,4491.86
23638,4492.0
23639,4492.1
23640,4492.29
23641,4492.49
23642,4493.75
23643,4494.04
23644,4494.89
23645,4495.31
23646,4495.74
23647,4496.1
23648,4496.96
23649,4498.52
23650,4498.96
23651,4500.86
23652,4501.34
23653,4501.84
23654,4502.29
23655,4503.13
23656,4504.04
23657,4504.53
23658,4505.03
23659,4505.51
23660,4508.55
23661,4509.07
23662,4509.49
23663,4510.49
23664,4513.31
23665,4513.72
23666,4514.17
23667,4514.66
23668,4515.93
23669,4516.47
23670,4518.49
23671,4518.85
23672,4519.22
23673,4519.65
23674,4520.11
23675,4520.58
23676,4521.01
23677,4521.72
23678,4522.02
23679,4522.46
23680,4522.99
23681,4523.5
23682,4524.32
23683,4525.69
23684,4526.14
23685,4526.62
23686,4527.53
23687,4527.84
23688,4528.11
23689,4528.51
23690,4528.96
23691,4529.58
23692,4530.47
23693,4530.73
23694,4531.35
23695,4531.57
23696,4531.84
23697,4532.18
23698,4532.45
23699,4532.79
23700,4533.42
23701,4533.68
23702,4533.71
23703,4533.85
23704,4534.23
23705,4534.8
23706,4535.21
23707,4536.03
23708,4536.32
23709,4536.8
23710,4537.4
23711,4537.71
23712,4538.63
23713,4539.08
23714,4539.54
23715,4540.66
23716,4542.23
23717,4543.7
23718,4544.06
23719,4547.52
23720,4548.04
23721,4548.54
23722,4549.09
23723,4549.63
23724,4554.74
23725,4557.48
23726,4558.02
23727,4558.44
23728,4559.89
23729,4561.42
23730,4561.94
23731,4562.99
23732,4567.85
23733,4571.06
23734,4572.57
23735,4573.64
23736,4576.83
23737,4577.35
23738,4585.37
23739,4586.92
23740,4588.3
23741,4589.9
23742,4596.07
23743,4608.51
23744,4610.01
23745,4611.09
23746,4612.14
23747,4620.03
23748,4609.13
23749,4606.71
23750,4604.71
23751,4597.05
23752,4593.83
23753,4588.68
23754,4585.14
23755,4581.57
23756,4573.99
23757,4572.96
23758,4566.66
23759,4566.14
23760,4565.64
23761,4564.52
23762,4563.99
23763,4562.44
23764,4560.94
23765,4560.43
23766,4560.01
23767,4558.43
23768,4558.05
23769,4557.68
23770,4557.26
23771,4556.45
23772,4555.65
23773,4554.42
23774,4554.02
23775,4553.08
23776,4550.84
23777,4550.75
23778,4550.48
23779,4550.36
23780,4550.25
23781,4550.02
23782,4549.84
23783,4549.67
23784,4549.85
23785,4549.76
23786,4549.96
23787,4549.94
23788,4549.79
23789,4549.97
23790,4549.99
23791,4550.03
23792,4549.36
23793,4549.21
23794,4549.26
23795,4549.16
23796,4549.05
23797,4549.08
23798,4548.9
23799,4548.73
23800,4548.02
23801,4547.45
23802,4546.71
23803,4546.36
23804,4546.07
23805,4545.48
23806,4545.18
23807,4544.54
23808,4544.37
23809,4544.01
23810,4543.67
23811,4543.64
23812,4543.59
23813,4543.55
23814,4543.53
